"ACCID,N,6,0","DNO,N,6,0",description,food_color_background,variety,sample_statistic,"SPNNO,N,6,0",depiction,scientific_name,scientific_family,common_name,name,date_collected,alititude,longitude,latitude,pedigree,"SIDTYP,C,1","SIDID,C,40"
84893,123057,,fcc27c,Ames 20424,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20424",10/19/92,-999,72.75,26.75,,O,Ames 20424
84900,123057,,fcc27c,USM 010,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 010",10/16/92,-999,74.25,27,,C,USM 010
84900,123057,,fcc27c,Ames 20427,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20427",10/16/92,-999,74.25,27,,O,Ames 20427
84901,123057,,fcc27c,USM 011,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 011",10/16/92,-999,74.25,27,,C,USM 011
84901,123057,,fcc27c,Ames 20428,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20428",10/16/92,-999,74.25,27,,O,Ames 20428
84904,123057,,fcc27c,USM 012,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 012",10/16/92,-999,74.25,27,,C,USM 012
84904,123057,,fcc27c,Ames 20429,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20429",10/16/92,-999,74.25,27,,O,Ames 20429
84912,123057,,fcc27c,USM 016,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 016",10/16/92,-999,73.73333,27.2,,C,USM 016
84912,123057,,fcc27c,Ames 20433,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20433",10/16/92,-999,73.73333,27.2,,O,Ames 20433
84913,123057,,fcc27c,USM 017 A,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 017 A",10/16/92,-999,73.73333,27.2,,C,USM 017 A
84913,123057,,fcc27c,Ames 20434,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20434",10/16/92,-999,73.73333,27.2,,O,Ames 20434
84916,123057,,fcc27c,USM 017 B,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 017 B",10/19/92,-999,73.73333,27.2,,C,USM 017 B
84916,123057,,fcc27c,Ames 20435,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20435",10/19/92,-999,73.73333,27.2,,O,Ames 20435
84918,123057,,fcc27c,USM 018,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 018",10/16/92,-999,73.73333,27.2,,C,USM 018
84918,123057,,fcc27c,Ames 20436,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20436",10/16/92,-999,73.73333,27.2,,O,Ames 20436
84921,123057,,fcc27c,USM 019,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 019",10/16/92,-999,73.73333,27.2,,C,USM 019
84921,123057,,fcc27c,Ames 20437,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20437",10/16/92,-999,73.73333,27.2,,O,Ames 20437
84923,123057,,fcc27c,USM 020 A,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 020 A",10/16/92,-999,73.73333,27.2,,C,USM 020 A
84923,123057,,fcc27c,Ames 20438,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20438",10/16/92,-999,73.73333,27.2,,O,Ames 20438
84926,123057,,fcc27c,USM 020 B,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 020 B",10/19/92,-999,73.73333,27.2,,C,USM 020 B
84926,123057,,fcc27c,Ames 20439,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20439",10/19/92,-999,73.73333,27.2,,O,Ames 20439
84927,123057,,fcc27c,USM 021,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 021",10/16/92,-999,73.73333,27.2,,C,USM 021
84927,123057,,fcc27c,Ames 20440,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20440",10/16/92,-999,73.73333,27.2,,O,Ames 20440
84930,123057,,fcc27c,USM 022,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 022",10/16/92,-999,73.73333,27.2,,C,USM 022
84930,123057,,fcc27c,Ames 20441,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20441",10/16/92,-999,73.73333,27.2,,O,Ames 20441
84931,123057,,fcc27c,USM 024 A,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 024 A",10/16/92,-999,73.73333,27.2,,C,USM 024 A
84931,123057,,fcc27c,Ames 20442,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20442",10/16/92,-999,73.73333,27.2,,O,Ames 20442
84934,123057,,fcc27c,USM 024 B,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 024 B",10/19/92,-999,73.73333,27.2,,C,USM 024 B
84934,123057,,fcc27c,Ames 20443,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20443",10/19/92,-999,73.73333,27.2,,O,Ames 20443
84935,123057,,fcc27c,USM 025,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 025",10/16/92,-999,73.73333,27.2,,C,USM 025
84935,123057,,fcc27c,Ames 20444,Other,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20444",10/16/92,-999,73.73333,27.2,,O,Ames 20444
84938,123057,Three sites - must clarify which were from sand dunes and,fcc27c,USM 027,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 027",10/18/92,-999,73.55,27.96667,,C,USM 027
84938,123057,Three sites - must clarify which were from sand dunes and,fcc27c,Ames 20445,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20445",10/18/92,-999,73.55,27.96667,,O,Ames 20445
84941,123057,,fcc27c,USM 028,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 028",10/18/92,-999,73.55,27.96667,,C,USM 028
84941,123057,,fcc27c,Ames 20446,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20446",10/18/92,-999,73.55,27.96667,,O,Ames 20446
84944,123057,,fcc27c,USM 029,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 029",10/18/92,-999,73.55,27.96667,,C,USM 029
84944,123057,,fcc27c,Ames 20447,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20447",10/18/92,-999,73.55,27.96667,,O,Ames 20447
84946,123057,,fcc27c,USM 030,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 030",10/18/92,-999,73.55,27.96667,,C,USM 030
84946,123057,,fcc27c,Ames 20448,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20448",10/18/92,-999,73.55,27.96667,,O,Ames 20448
84949,123057,,fcc27c,USM 031,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 031",10/18/92,-999,73.55,27.96667,,C,USM 031
84949,123057,,fcc27c,Ames 20449,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20449",10/18/92,-999,73.55,27.96667,,O,Ames 20449
84950,123057,,fcc27c,USM 032,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 032",10/18/92,-999,73.55,27.96667,,C,USM 032
84950,123057,,fcc27c,Ames 20450,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20450",10/18/92,-999,73.55,27.96667,,O,Ames 20450
84953,123057,,fcc27c,USM 033,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 033",10/18/92,-999,73.55,27.96667,,C,USM 033
84953,123057,,fcc27c,Ames 20451,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ames 20451",10/18/92,-999,73.55,27.96667,,O,Ames 20451
84954,123057,,fcc27c,USM 034,Wild,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. USM 034",10/18/92,-999,73.55,27.96667,,C,USM 034
